"orijinal
sıra","rassal
sıra",Model-1,Model-2,Model-3,Model-4,Model-5,Model-6,Model-7,Model-8,Model-9,Model-10,Label
644,1,0.83540344238281200000,0.99929964542388900000,0.75844573974609300000,0.99988389015197700000,0.03946503996849060000,0.95503866672515800000,0.83156883716583200000,0.96307420730590800000,0.01445186138153070000,0.96307420730590800000,0
1098,2,0.99975776672363200000,0.99999678134918200000,0.99993479251861500000,1.00000000000000000000,0.99999958276748600000,1.00000000000000000000,0.99999970197677600000,0.99999761581420800000,0.99857509136199900000,0.99999761581420900000,1
1390,3,0.99999976158142000000,0.99998855590820300000,0.99999445676803500000,1.00000000000000000000,0.99999964237213100000,0.99999928474426200000,1.00000000000000000000,0.99996918439865100000,0.99979239702224700000,0.99996918439865100000,1
2931,4,1.00000000000000000000,1.00000000000000000000,0.99999904632568300000,1.00000000000000000000,0.99998611211776700000,0.99990129470825200000,0.99999976158142000000,0.90143835544586100000,0.99999958276748600000,0.90143835544586100000,1
1154,5,0.99437928199768000000,0.99999952316284100000,0.99993348121643000000,1.00000000000000000000,0.99999403953552200000,0.99999618530273400000,0.99995517730712800000,0.99848264455795200000,0.99996352195739700000,0.99848264455795200000,1
1100,6,0.99999976158142000000,0.99985051155090300000,0.99999630451202300000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.99997580051422100000,0.99982547760009700000,0.99997580051422100000,1
476,7,0.95297360420227000000,0.03075626492500300000,0.06944271922111510000,0.00000000061500000000,0.99856090545654300000,0.19697237014770500000,0.90417468547821000000,0.00712767243385314000,0.00000000027700000000,0.00712767243385314000,0
1454,8,0.99995106458663900000,0.99999737739562900000,0.99998915195465000000,1.00000000000000000000,0.99999880790710400000,1.00000000000000000000,0.99998044967651300000,0.99999940395355200000,0.99981153011322000000,0.99999940395355200000,1
121,9,0.52384132146835300000,0.23810243606567300000,0.04094514250755310000,0.00692304968833923000,0.92888689041137700000,0.55676245689392000000,0.34901642799377400000,0.00000000001070000000,0.00056090950965881300,0.00000000001070000000,0
2969,10,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.99999868869781400000,1.00000000000000000000,1
1678,11,0.99999976158142000000,1.00000000000000000000,0.99999368190765300000,0.99999982118606500000,1.00000000000000000000,0.99999892711639400000,1.00000000000000000000,0.99888962507247900000,0.99996817111968900000,0.99888962507247900000,1
455,12,0.78275346755981400000,0.00859087705612182000,0.20037028193473800000,0.07326775789260860000,0.92738825082778900000,0.00053405761718750000,0.02834075689315790000,0.00064581632614135700,0.00000000239000000000,0.00064581632614135700,0
2523,13,0.99997282028198200000,0.99999272823333700000,0.99970835447311400000,1.00000000000000000000,0.99999374151229800000,0.99999946355819700000,0.99999976158142000000,0.99981081485748200000,0.99964028596878000000,0.99981081485748200000,1
2230,14,0.93147277832031200000,0.99984490871429400000,0.99899375438690100000,1.00000000000000000000,0.99803292751312200000,1.00000000000000000000,1.00000000000000000000,0.99999880790710400000,0.99799656867980900000,0.99999880790710400000,1
2319,15,1.00000000000000000000,0.99999797344207700000,0.99999833106994600000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.99999731779098500000,0.99995893239974900000,0.99999731779098500000,1
1653,16,0.99997293949127200000,0.99999916553497300000,0.99998724460601800000,1.00000000000000000000,0.99999850988388000000,1.00000000000000000000,1.00000000000000000000,0.99995124340057300000,0.99914181232452300000,0.99995124340057300000,1
2618,17,0.99999779462814300000,0.99999964237213100000,0.99997508525848300000,1.00000000000000000000,0.99999964237213100000,1.00000000000000000000,1.00000000000000000000,0.99999976158142000000,0.99980068206787100000,0.99999976158142000000,1
504,18,0.29682368040084800000,0.01298907399177550000,0.04642018675804130000,0.00000000118000000000,0.08197224140167230000,0.00000009730000000000,0.00000000032900000000,0.00000000001360000000,0.00000000041300000000,0.00000000001360000000,0
314,19,0.49675372242927500000,0.00000000973000000000,0.03655096888542170000,0.00000008230000000000,0.33886671066284100000,0.00000000373000000000,0.00000000060300000000,0.00000000047900000000,0.00000467000000000000,0.00000000047900000000,0
698,20,0.00016301870346069300,0.00000062400000000000,0.00000017300000000000,0.00000002580000000000,0.00000002370000000000,1.16000000000000000000,0.00000026500000000000,0.00000000000007410000,0.00000055400000000000,0.00000000000007410000,0
2244,21,0.99719196557998600000,0.98289680480957000000,0.99904692173004100000,1.00000000000000000000,0.99974524974823000000,0.99999976158142000000,1.00000000000000000000,0.99086731672286900000,0.97942346334457400000,0.99086731672286900000,1
2031,22,0.99999874830245900000,0.99999970197677600000,0.99999541044235200000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.99981331825256300000,0.99999737739562900000,0.99981331825256300000,1
1297,23,0.99999666213989200000,0.99999415874481200000,0.99999964237213100000,1.00000000000000000000,1.00000000000000000000,0.99999988079071000000,1.00000000000000000000,0.99999970197677600000,0.99999827146530100000,0.99999970197677600000,1
193,24,0.24318683147430400000,0.00298303365707397000,0.21048766374588000000,0.00000005420000000000,0.91794276237487700000,0.01005414128303520000,0.00000001000000000000,0.00000001400000000000,0.00000000627000000000,0.00000001400000000000,0
719,25,0.03018522262573240000,0.00123643875122070000,0.07702362537384030000,0.01300793886184690000,0.74687969684600800000,0.00000000001040000000,0.00000000062700000000,0.00000005100000000000,0.00000000032400000000,0.00000005100000000000,0
2237,26,0.99948328733444200000,1.00000000000000000000,0.99999785423278800000,1.00000000000000000000,0.99999892711639400000,1.00000000000000000000,1.00000000000000000000,0.99935889244079500000,0.99999344348907400000,0.99935889244079500000,1
2017,27,0.99998289346694900000,0.99991071224212600000,0.99998879432678200000,1.00000000000000000000,0.99999976158142000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.99966830015182500000,1.00000000000000000000,1
2758,28,0.89956670999526900000,0.99492383003234800000,0.78511238098144500000,0.99884915351867600000,0.97733330726623500000,0.99999976158142000000,0.99999940395355200000,0.99964463710784900000,0.16078874468803400000,0.99964463710784900000,1
584,29,0.93139195442199700000,0.72690516710281300000,0.99291455745697000000,0.48937380313873200000,0.99700927734375000000,0.05821394920349120000,0.05702486634254450000,0.00422170758247375000,0.10875731706619200000,0.00422170758247375000,0
262,30,0.56978130340576100000,0.00017204880714416500,0.07643964886665340000,0.00000000345000000000,0.91874873638153000000,0.00653097033500671000,0.00000000053300000000,0.00000014800000000000,0.00041526556015014600,0.00000014800000000000,0
2546,31,0.98839050531387300000,0.99999952316284100000,0.99985623359680100000,1.00000000000000000000,0.99502944946289000000,1.00000000000000000000,1.00000000000000000000,0.99999827146530100000,0.98209208250045700000,0.99999827146530100000,1
2241,32,0.99907648563385000000,0.99973130226135200000,0.99976390600204400000,1.00000000000000000000,0.99999904632568300000,0.99999964237213100000,0.99999773502349800000,0.99718809127807600000,0.99614280462265000000,0.99718809127807600000,1
480,33,0.04812303185462950000,0.00000000802000000000,0.00000000028400000000,0.99999964237213100000,0.00272360444068908000,0.00000000001020000000,0.69048583507537800000,0.03560000000000000000,0.00093895196914672800,0.03560000000000000000,0
1807,34,0.99942165613174400000,0.99997431039810100000,0.96422743797302200000,1.00000000000000000000,0.99999463558197000000,0.99999797344207700000,0.99068927764892500000,0.39587512612342800000,0.98306012153625400000,0.39587512612342800000,1
992,35,0.99998593330383300000,0.99999976158142000000,0.99994266033172600000,1.00000000000000000000,0.99999964237213100000,1.00000000000000000000,1.00000000000000000000,0.99999219179153400000,0.99996691942214900000,0.99999219179153400000,1
1742,36,0.99990481138229300000,1.00000000000000000000,0.99997997283935500000,1.00000000000000000000,0.99999845027923500000,1.00000000000000000000,1.00000000000000000000,0.99993956089019700000,0.99998617172241200000,0.99993956089019700000,1
1884,37,0.99853801727294900000,0.99802887439727700000,0.99881219863891600000,0.98289251327514600000,0.99999892711639400000,0.99985796213150000000,0.99825447797775200000,0.70014524459838800000,0.46610897779464700000,0.70014524459838800000,1
1865,38,0.08464732766151420000,0.99999213218688900000,0.99984645843505800000,1.00000000000000000000,0.99989986419677700000,1.00000000000000000000,0.99999606609344400000,0.99994432926177900000,0.99962955713272100000,0.99994432926177900000,1
2135,39,0.99999630451202300000,1.00000000000000000000,0.99997770786285400000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.99979603290557800000,1.00000000000000000000,1
852,40,0.99349451065063400000,0.97901457548141400000,0.99176621437072700000,1.00000000000000000000,0.40342840552330000000,1.00000000000000000000,0.99999976158142000000,0.99975091218948300000,0.92340552806854200000,0.99975091218948300000,1
2467,41,0.99847364425659100000,0.99942302703857400000,0.99957811832427900000,1.00000000000000000000,0.99999636411666800000,1.00000000000000000000,1.00000000000000000000,0.95633387565612700000,0.99600923061370800000,0.95633387565612700000,1
2518,42,0.99999386072158800000,0.99999827146530100000,0.99995493888854900000,1.00000000000000000000,0.99999809265136700000,1.00000000000000000000,0.99998211860656700000,0.99724221229553200000,0.99876981973648000000,0.99724221229553200000,1
1576,43,0.99783694744110100000,1.00000000000000000000,0.99996745586395200000,1.00000000000000000000,0.99994498491287200000,0.99999928474426200000,1.00000000000000000000,0.99999952316284100000,0.99474895000457700000,0.99999952316284100000,1
1875,44,0.99999302625656100000,0.99999904632568300000,0.99999070167541500000,1.00000000000000000000,1.00000000000000000000,0.99999982118606500000,1.00000000000000000000,0.99999773502349800000,0.99989467859268100000,0.99999773502349800000,1
1010,45,0.99999541044235200000,0.99999880790710400000,0.99999129772186200000,1.00000000000000000000,0.99999481439590400000,1.00000000000000000000,1.00000000000000000000,0.99999940395355200000,0.99994027614593500000,0.99999940395355200000,1
1050,46,0.99797123670578000000,0.99996352195739700000,0.99860012531280500000,0.99999976158142000000,0.99999654293060300000,1.00000000000000000000,0.99995541572570800000,0.98051053285598700000,0.99888086318969700000,0.98051053285598700000,1
260,47,0.19038021564483600000,0.16249585151672300000,0.13304567337036100000,0.00257420539855957000,0.68989008665084800000,0.00018087029457092200,0.00037851929664611800,0.00089976191520690900,0.00358623266220092000,0.00089976191520690900,0
1504,48,0.99999874830245900000,0.99999970197677600000,0.99991464614868100000,1.00000000000000000000,0.99977749586105300000,0.99999916553497300000,1.00000000000000000000,0.99569582939147900000,0.99721336364746000000,0.99569582939147900000,1
393,49,0.04812303185462950000,0.00000000802000000000,0.00000000028400000000,0.99999964237213100000,0.00272360444068908000,0.00000000001020000000,0.69048583507537800000,0.03560000000000000000,0.00093895196914672800,0.03560000000000000000,0
643,50,0.85941350460052400000,0.00000000379000000000,0.30842822790145800000,0.00442650914192199000,0.98123717308044400000,0.50431180000305100000,0.01314932107925410000,0.00000000018700000000,0.00000000001030000000,0.00000000018700000000,0
2751,51,0.99999952316284100000,0.99999988079071000000,0.99999666213989200000,1.00000000000000000000,1.00000000000000000000,0.99999922513961700000,1.00000000000000000000,0.99794334173202500000,0.99999696016311600000,0.99794334173202500000,1
613,52,0.07309961318969720000,0.00010588083387119600,0.03593021631240840000,0.00000004220000000000,0.86305260658264100000,0.00144138932228088000,0.00000000167000000000,0.00000000001470000000,0.00000000216000000000,0.00000000001470000000,0
2600,53,0.99991071224212600000,0.99999594688415500000,0.99997830390930100000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.99994170665740900000,0.99909365177154500000,0.99994170665740900000,1
1672,54,0.96042537689208900000,0.99996292591094900000,0.99790054559707600000,1.00000000000000000000,0.97627520561218200000,1.00000000000000000000,0.99962866306304900000,0.99966168403625400000,0.99188625812530500000,0.99966168403625400000,1
